CERT,NAME,REPDTE,BKCLASS,INSDIF,ASSET,CHBAL,SC,LNLSNET,DEP,FREPP,OTHBRF,SUBND,LIAB,EQTOT,EQ,OA,ALLOTHL,BORROWED_FUNDS_CALC,OTHER_ASSETS_CALC,OTHER_LIABILITIES_CALC,BALANCE_DIFFERENCE_CALC
21031,BANK OF TAMPA,20251231,NM,1,2926118,56704,802165,1911520,2621263,0,0,0,2643172,282946,282946,117207,21909,0,155729,21909,0
21050,FIRST STB OF THE SOUTH INC,20251231,NM,1,130228,3528,48338,60447,109115,0,0,0,110827,19401,19401,5302,1712,0,17915,1712,0
21074,TEXAS BANK,20251231,NM,1,935737,47271,155744,685035,810326,0,25204,0,839417,96320,96320,12858,3887,25204,47687,3887,0
21083,UNITED MISSISSIPPI BANK,20251231,NM,1,555143,20512,99669,404110,479797,1678,11000,0,493475,61668,61668,12749,1000,12678,30852,1000,0
21085,BANK OF ONTARIO,20251231,NM,1,81565,1639,6187,65412,68145,0,2000,0,70705,10860,10860,2658,560,2000,8327,560,0
21121,WESTERN STATE BANK,20251231,NM,1,825383,34664,243146,530409,739507,20,0,0,743385,81998,81998,11668,3858,20,17164,3858,0
21161,BANK OF THE BLUEGRASS&TR CO,20251231,NM,1,393088,10460,65706,303622,332849,11044,8000,0,357126,35962,35962,11863,5233,19044,13300,5233,0
21219,BANK OF THE MOUNTAINS INC,20251231,NM,1,97267,8018,10090,67816,85787,0,200,0,87941,9326,9326,3947,1954,200,11343,1954,0
21227,CBBC BANK,20251231,NM,1,545094,64482,163611,290995,468179,14241,0,0,483466,61628,61628,7987,1046,14241,26006,1046,0
21247,FIRST KENTUCKY BANK INC,20251231,NM,1,587827,19589,188315,353299,507749,15758,15338,0,543527,44300,44300,13139,4682,31096,26624,4682,0
21255,LAKESIDE BANK OF SALINA,20251231,SM,1,52937,4021,7124,38514,46758,0,0,0,47165,5772,5772,1804,407,0,3278,407,0
21265,BRADESCO BANK,20251231,NM,1,5466642,509401,407024,4324769,4601731,0,191850,0,4890411,576231,576231,150633,96830,191850,225448,96830,0
21284,BANK OF PENSACOLA,20251231,NM,1,144348,17141,49658,75681,130337,0,0,0,130626,13722,13722,923,289,0,1868,289,0
21292,PEOPLESSOUTH BANK,20251231,NM,1,1161884,28983,269918,803866,1083297,0,0,0,1089904,71980,71980,29634,6607,0,59117,6607,0
21329,NBT FINANCIAL BANK,20251231,NM,1,588397,117895,7272,438755,513640,0,10000,0,526800,61597,61597,5283,3160,10000,24475,3160,0
21342,SONATA BANK,20251231,NM,1,281511,40277,2192,230290,254842,0,0,0,257996,23515,23515,4506,3154,0,8752,3154,0
21379,FIRST NATURALSTATE BANK,20251231,SM,1,102241,3905,14865,80544,83794,2975,0,0,87151,15090,15090,1563,382,2975,2927,382,0
21448,REDEMPTION BANK,20251231,NM,1,72204,14621,3010,51774,57530,0,0,0,58092,14112,14112,2642,562,0,2799,562,0
21455,FIDELITY BANK OF TEXAS,20251231,NM,1,157048,35498,0,104784,126237,0,5443,0,132403,24645,24645,2019,723,5443,16766,723,0
21486,CROSSROADS BANK,20251231,NM,1,237171,23976,53724,149936,198836,0,5102,0,205401,31770,31770,8772,1463,5102,9535,1463,0
21525,CORNERSTONE STATE BANK,20251231,NM,1,241969,5096,73378,152698,218843,0,3000,0,222920,19049,19049,3857,1077,3000,10797,1077,0
21526,WEST CENTRAL GEORGIA BANK,20251231,NM,1,157582,22738,48730,77529,121086,0,0,0,123745,33837,33837,7966,2659,0,8585,2659,0
21529,BANK OF OAK RIDGE,20251231,NM,1,134706,18741,2434,108323,114273,0,4500,0,119322,15384,15384,2573,549,4500,5208,549,0
21557,THREE RIVERS BANK OF MONTANA,20251231,NM,1,310890,16327,18236,255314,276747,0,0,0,277891,32999,32999,8454,1144,0,21013,1144,0
21567,AMERICAN BANK NATIONAL ASSN,20251231,N,1,700010,110551,32669,520567,592485,0,30000,0,626807,73203,73203,19807,4322,30000,36223,4322,0
21573,BANK OF TENNESSEE,20251231,NM,1,2044108,28847,265322,1620436,1824544,12166,100,0,1855652,188456,188456,77755,18842,12266,129503,18842,0
21591,BANK OF GREENE COUNTY,20251231,SB,1,3147210,125313,1222282,1666065,2650733,0,184189,0,2866882,280328,280273,116221,31960,184189,133550,31960,0
21606,HCN BANK,20251231,NM,1,974892,83893,116677,743171,853783,0,0,0,861472,113420,113420,25011,7689,0,31151,7689,0
21635,BANK OF BOURBONNAIS,20251231,NM,1,77607,18697,513,49937,67266,435,0,0,68083,9524,9524,851,382,435,8460,382,0
21692,PEOPLES BANK OF GRACEVILLE,20251231,NM,1,113167,3003,68809,40157,104213,0,0,0,105316,7851,7851,1018,1103,0,1198,1103,0
21693,LAKESIDE BANK,20251231,NM,1,383994,125666,0,250241,309655,0,19000,0,329733,54261,54261,2395,1078,19000,8087,1078,0
21714,PREMIER BANK,20251231,NM,1,1146708,116175,144690,840425,992941,0,36000,0,1035423,111285,111285,28173,6482,36000,45418,6482,0
21716,CITIZENS BUSINESS BANK NA,20251231,N,1,15634835,389453,4967068,8622032,12127912,490601,500000,0,13363867,2270968,2270968,801697,245354,990601,1656282,245354,0
21721,HERITAGE BANK OF SCHAUMBURG,20251231,NM,1,149960,17988,44502,77107,126705,0,0,0,127355,22605,22605,989,650,0,10363,650,0
21728,FARMERS&MERCHANTS STATE BANK,20251231,NM,1,150265,4212,59182,81594,108145,0,20600,0,129541,20724,20724,4694,796,20600,5277,796,0
21752,FIRST STATE BANK,20251231,NM,1,83122,9499,18746,50805,72904,0,0,0,73348,9774,9774,1796,444,0,4072,444,0
21761,JPMORGAN CHASE BANK DEARBORN,20251231,SM,1,70443,68545,0,0,500,0,0,0,500,69943,69943,1898,0,0,1898,0,0
21784,FIRST PORT CITY BANK,20251231,NM,1,582890,52593,42141,463496,521339,0,0,0,525116,57774,57774,16016,3777,0,24660,3777,0
21805,FIRST STATE BANK OF DEQUEEN,20251231,SM,1,502078,28769,171656,280257,451861,0,7389,0,464413,37665,37665,15125,5163,7389,21396,5163,0
21807,LOVELADY STATE BANK,20251231,NM,1,55230,17012,8695,23728,47895,0,0,0,48843,6387,6387,1762,948,0,5795,948,0
21843,MIZUHO BANK USA,20251231,SM,1,5495218,3471689,23011,1799302,4009422,0,0,0,4151195,1344023,1344023,200172,141773,0,201216,141773,0
21848,QUAIL CREEK BANK,20251231,NM,1,821884,72902,127715,610446,743272,0,3,0,747052,74832,74832,5620,3777,3,10821,3777,0
21868,BESSEMER TRUST CO NA,20251231,N,1,6423778,1346400,3498334,926742,5480157,0,0,0,6039243,384535,384535,155366,559086,0,652302,559086,0
21874,FIRST PEOPLES BANK OF TN,20251231,NM,1,228019,13011,35325,146052,196919,8819,0,0,206755,21264,21264,4705,1017,8819,33631,1017,0
21883,TRUPOINT BANK,20251231,SM,1,696251,82039,129957,435071,603397,13793,5434,0,633201,63050,63050,31135,10577,19227,49184,10577,0
21897,BANK STAR,20251231,NM,1,193808,5227,37608,143031,176259,0,0,0,177223,16585,16585,2394,964,0,7942,964,0
21906,PRIORITYONE BANK,20251231,SM,1,1145290,19501,166797,892953,913736,2825,77000,0,1006322,138968,138968,42297,12761,79825,66039,12761,0
21928,KIRKWOOD BANK&TRUST CO,20251231,NM,1,389443,70589,79087,220985,351506,0,0,0,356409,33034,33034,5209,4903,0,18782,4903,0
21943,TRI COUNTIES BANK,20251231,NM,1,9820725,157013,1825168,6988020,8270252,0,11713,0,8458578,1362147,1362147,433497,176613,11713,850524,176613,0
21955,STRYV BANK,20251231,SM,1,290667,7179,16267,244244,259096,0,5400,0,266203,24464,24464,7874,1707,5400,22977,1707,0
21956,MONTECITO BANK&TRUST,20251231,NM,1,2058386,20850,572135,1330388,1816276,0,21000,0,1876326,182060,182060,84558,39050,21000,135013,39050,0
21978,FRONTIER STATE BANK,20251231,NM,1,588365,41134,68240,458170,466055,0,52000,0,520180,68185,68185,6032,2125,52000,20821,2125,0
21988,COMMUNITY STB OF ROCK FALLS,20251231,NM,1,314597,14809,75833,206381,276267,2243,0,0,280587,34010,34010,9454,2077,2243,17574,2077,0
21998,COVINGTON COUNTY BANK,20251231,NM,1,104495,13773,13353,73068,89859,0,0,0,91624,12871,12871,2318,1765,0,4301,1765,0
22015,ANDREW JOHNSON BANK,20251231,NM,1,613829,46671,98208,438361,551089,0,0,0,555139,58690,58690,23011,4050,0,30589,4050,0
22020,INSOUTH BANK,20251231,SM,1,572671,10695,68544,442546,499313,0,23529,0,527873,44798,44798,22658,5031,23529,50886,5031,0
22046,FIRST NATIONAL BANK USA,20251231,N,1,225348,47503,57953,109419,191399,0,225,0,192644,32704,32704,5849,1020,225,10473,1020,0
22065,GRAND BANK,20251231,SM,1,653794,16085,73553,530227,562597,0,25344,0,590491,63303,63303,21512,2550,25344,33929,2550,0
22086,MAIN BANK,20251231,NM,1,251003,4975,21095,190261,215421,0,5986,0,222813,28190,28190,3555,1406,5986,34672,1406,0
22090,COFFEE COUNTY BANK,20251231,NM,1,422389,50197,17251,344730,381298,0,0,0,385013,37376,37376,2818,3715,0,10211,3715,0
22092,FIRST NATIONAL CMTY BANK,20251231,N,1,703236,166516,21293,489451,604832,770,0,0,607860,95376,95376,11996,2258,770,25976,2258,0
22134,CACHE VALLEY BANK,20251231,NM,1,3526937,719055,136741,2527988,3159938,0,0,0,3183249,343688,343688,36799,23311,0,143153,23311,0
22138,RABUN COUNTY BANK,20251231,NM,1,366218,128803,9484,212055,326923,0,0,0,329336,36882,36882,7129,2413,0,15876,2413,0
22139,PROGRESSIVE BANK,20251231,NM,1,767955,93254,45848,589685,687098,0,2883,0,698283,69672,69672,22248,8302,2883,39168,8302,0
22180,UNITED BANKERS BANK,20251231,SM,1,1306031,343106,96121,780166,662653,444910,40000,0,1165438,140593,140593,36984,17875,484910,86638,17875,0
22205,BARWICK BANKING CO,20251231,NM,1,728215,35991,41382,611618,590415,0,72481,0,666412,61803,61803,19850,3516,72481,39224,3516,0
22229,COMMONWEALTH NATIONAL BANK,20251231,N,1,66167,10765,27328,25831,56774,0,0,0,56936,9231,9231,725,162,0,2243,162,0
22242,UNION BANK&TRUST CO,20251231,NM,1,239444,71505,58776,102946,216459,0,0,0,218427,21017,21017,2223,1968,0,6217,1968,0
22257,COLONY BANK,20251231,NM,1,3720806,252466,776059,2437200,3098170,0,194972,0,3323161,397645,397645,139796,30019,194972,255081,30019,0
22263,AMERICAN STB OF GRYGLA,20251231,SM,1,80812,15276,20218,43371,73206,0,0,0,73550,7262,7262,1613,344,0,1947,344,0
22271,FIRST NATIONAL BANK,20251231,N,1,370221,7027,174463,149551,303071,0,0,0,303917,66304,66304,16252,846,0,39180,846,0
22273,GUARANTY BANK INC,20251231,NM,1,147404,5158,13948,119059,123490,0,2427,0,127173,20231,20231,2442,1256,2427,9239,1256,0
22282,FIRST NATIONS BANK,20251231,NM,1,540445,72316,29440,429999,441749,17314,6000,0,468084,72361,72361,5498,3021,23314,8690,3021,0
22308,WEST MICHIGAN COMMUNITY BANK,20251231,SM,1,1186043,38478,86144,1010148,1049785,4500,28000,0,1088122,97921,97921,33707,5118,32500,51273,5837,0
22319,LEGACY BANK&TRUST CO,20251231,SM,1,1861250,259584,1010,1511342,1545247,0,63500,0,1625359,235891,235891,44900,16612,63500,89314,16612,0
22334,ONE COMMUNITY BANK,20251231,SM,1,2551420,45753,254106,2140524,2016308,0,199034,0,2233094,318326,318326,53126,17752,199034,111037,17752,0
22340,PANHANDLE FIRST BANK,20251231,NM,1,569281,54902,121713,363760,458930,24690,0,0,488701,80580,80580,11436,5081,24690,28906,5081,0
22354,COMMERCIAL BANK,20251231,SM,1,2268810,118990,140866,1843017,1856788,13251,135553,0,2027876,240934,240934,72203,8153,148804,165937,22284,0
22355,PINNACLE BANK INC,20251231,NM,1,59076,3213,14033,36856,48024,0,1000,0,49268,9808,9808,1065,244,1000,4974,244,0
22358,CITIZENS BANK,20251231,NM,1,130698,12946,68911,39430,117799,0,0,0,118436,12262,12262,3563,637,0,9411,637,0
22366,GBC INTERNATIONAL BANK,20251231,NM,1,681085,100333,107457,455568,528018,0,39000,500,577594,103491,103491,9135,10076,39500,17727,10076,0
22373,AMERICAN NATIONAL BANK&TRUST,20251231,N,1,2448815,315868,141712,1867750,2176494,0,0,0,2201131,247684,247684,57248,24637,0,123485,24637,0
22381,ANAHUAC NATIONAL BANK,20251231,N,1,283957,26623,155959,85209,241677,0,31750,0,274079,9878,9878,8419,652,31750,16166,652,0
22394,PEOPLES COMMUNITY BANK,20251231,NM,1,707419,19080,156636,480918,572128,0,0,0,575631,131788,131788,26867,3503,0,50785,3503,0
22396,CENTRAL NATIONAL BANK,20251231,N,1,1502874,239319,111292,1132431,1344128,0,15106,0,1373502,129372,129372,6670,14268,15106,19832,14268,0
22398,MODERN BANK NATIONAL ASSN,20251231,N,1,664062,60426,100712,479206,512893,0,78112,0,597089,66973,66973,19829,6084,78112,23718,6084,0
22430,WASHITA STATE BANK,20251231,NM,1,43550,3900,8805,29605,35030,0,2000,0,37092,6458,6458,728,62,2000,1240,62,0
